id	gata	tal	gataAndTal
allNs_synth135	0	0	0
allNs_synth136	0	0	0
allNs_synth137	0	0	0
allNs_synth138	0	0	0
allNs_synth139	0	0	0
allNs_synth140	0	0	0
allNs_synth141	0	0	0
allNs_synth142	0	0	0
allNs_synth143	0	0	0
allNs_synth144	0	0	0
allNs_synth145	0	0	0
allNs_synth146	0	0	0
allNs_synth147	0	0	0
allNs_synth148	0	0	0
allNs_synth149	0	0	0
allNs_synth150	0	0	0
allNs_synth151	0	0	0
allNs_synth152	0	0	0
allNs_synth153	0	0	0
allNs_synth154	0	0	0
allNs_synth155	0	0	0
allNs_synth156	0	0	0
allNs_synth157	0	0	0
allNs_synth158	0	0	0
allNs_synth159	0	0	0
allNs_synth160	0	0	0
allNs_synth161	0	0	0
allNs_synth162	0	0	0
allNs_synth163	0	0	0
allNs_synth164	0	0	0
allNs_synth165	0	0	0
allNs_synth166	0	0	0
allNs_synth167	0	0	0
allNs_synth168	0	0	0
allNs_synth169	0	0	0
allNs_synth170	0	0	0
allNs_synth171	0	0	0
allNs_synth172	0	0	0
allNs_synth173	0	0	0
allNs_synth174	0	0	0
allNs_synth175	0	0	0
allNs_synth176	0	0	0
allNs_synth177	0	0	0
allNs_synth178	0	0	0
allNs_synth179	0	0	0
allNs_synth180	0	0	0
allNs_synth181	0	0	0
allNs_synth182	0	0	0
allNs_synth183	0	0	0
allNs_synth184	0	0	0
allNs_synth185	0	0	0
allNs_synth186	0	0	0
allNs_synth187	0	0	0
allNs_synth188	0	0	0
allNs_synth189	0	0	0
allNs_synth190	0	0	0
allNs_synth191	0	0	0
allNs_synth192	0	0	0
allNs_synth193	0	0	0
allNs_synth194	0	0	0
allNs_synth195	0	0	0
allNs_synth196	0	0	0
allNs_synth197	0	0	0
allNs_synth198	0	0	0
allNs_synth199	0	0	0
allNs_synth200	0	0	0
allNs_synth201	0	0	0
allNs_synth202	0	0	0
allNs_synth203	0	0	0
allNs_synth204	0	0	0
allNs_synth205	0	0	0
allNs_synth206	0	0	0
allNs_synth207	0	0	0
allNs_synth208	0	0	0
allNs_synth209	0	0	0
allNs_synth210	0	0	0
allNs_synth211	0	0	0
allNs_synth212	0	0	0
allNs_synth213	0	0	0
allNs_synth214	0	0	0
allNs_synth215	0	0	0
allNs_synth216	0	0	0
allNs_synth217	0	0	0
allNs_synth218	0	0	0
allNs_synth219	0	0	0
allNs_synth220	0	0	0
allNs_synth221	0	0	0
allNs_synth222	0	0	0
allNs_synth223	0	0	0
allNs_synth224	0	0	0
allNs_synth225	0	0	0
allNs_synth226	0	0	0
allNs_synth227	0	0	0
allNs_synth228	0	0	0
allNs_synth229	0	0	0
allNs_synth230	0	0	0
allNs_synth231	0	0	0
allNs_synth232	0	0	0
allNs_synth233	0	0	0
allNs_synth234	0	0	0
allNs_synth235	0	0	0
allNs_synth236	0	0	0
allNs_synth237	0	0	0
allNs_synth238	0	0	0
allNs_synth239	0	0	0
allNs_synth240	0	0	0
allNs_synth241	0	0	0
allNs_synth242	0	0	0
allNs_synth243	0	0	0
allNs_synth244	0	0	0
allNs_synth245	0	0	0
allNs_synth246	0	0	0
allNs_synth247	0	0	0
allNs_synth248	0	0	0
allNs_synth249	0	0	0
allNs_synth250	0	0	0
allNs_synth251	0	0	0
allNs_synth252	0	0	0
allNs_synth253	0	0	0
allNs_synth254	0	0	0
allNs_synth255	0	0	0
allNs_synth256	0	0	0
allNs_synth257	0	0	0
allNs_synth258	0	0	0
allNs_synth259	0	0	0
allNs_synth260	0	0	0
allNs_synth261	0	0	0
allNs_synth262	0	0	0
allNs_synth263	0	0	0
allNs_synth264	0	0	0
allNs_synth265	0	0	0
allNs_synth266	0	0	0
allNs_synth267	0	0	0
allNs_synth268	0	0	0
allNs_synth269	0	0	0
allNs_synth270	0	0	0
allNs_synth271	0	0	0
allNs_synth272	0	0	0
allNs_synth273	0	0	0
allNs_synth274	0	0	0
allNs_synth275	0	0	0
allNs_synth276	0	0	0
allNs_synth277	0	0	0
allNs_synth278	0	0	0
allNs_synth279	0	0	0
allNs_synth280	0	0	0
allNs_synth281	0	0	0
allNs_synth282	0	0	0
allNs_synth283	0	0	0
allNs_synth284	0	0	0
allNs_synth285	0	0	0
allNs_synth286	0	0	0
allNs_synth287	0	0	0
allNs_synth288	0	0	0
allNs_synth289	0	0	0
allNs_synth290	0	0	0
allNs_synth291	0	0	0
allNs_synth292	0	0	0
allNs_synth293	0	0	0
allNs_synth294	0	0	0
allNs_synth295	0	0	0
allNs_synth296	0	0	0
allNs_synth297	0	0	0
allNs_synth298	0	0	0
allNs_synth299	0	0	0
allNs_synth300	0	0	0
allNs_synth301	0	0	0
allNs_synth302	0	0	0
allNs_synth303	0	0	0
allNs_synth304	0	0	0
allNs_synth305	0	0	0
allNs_synth306	0	0	0
allNs_synth307	0	0	0
allNs_synth308	0	0	0
allNs_synth309	0	0	0
allNs_synth310	0	0	0
allNs_synth311	0	0	0
allNs_synth312	0	0	0
allNs_synth313	0	0	0
allNs_synth314	0	0	0
allNs_synth315	0	0	0
allNs_synth316	0	0	0
allNs_synth317	0	0	0
allNs_synth318	0	0	0
allNs_synth319	0	0	0
allNs_synth320	0	0	0
allNs_synth321	0	0	0
allNs_synth322	0	0	0
allNs_synth323	0	0	0
allNs_synth324	0	0	0
allNs_synth325	0	0	0
allNs_synth326	0	0	0
allNs_synth327	0	0	0
allNs_synth328	0	0	0
allNs_synth329	0	0	0
allNs_synth330	0	0	0
allNs_synth331	0	0	0
allNs_synth332	0	0	0
allNs_synth333	0	0	0
allNs_synth334	0	0	0
allNs_synth335	0	0	0
allNs_synth336	0	0	0
allNs_synth337	0	0	0
allNs_synth338	0	0	0
allNs_synth339	0	0	0
allNs_synth340	0	0	0
allNs_synth341	0	0	0
allNs_synth342	0	0	0
allNs_synth343	0	0	0
allNs_synth344	0	0	0
allNs_synth345	0	0	0
allNs_synth346	0	0	0
allNs_synth347	0	0	0
allNs_synth348	0	0	0
allNs_synth349	0	0	0
allNs_synth350	0	0	0
allNs_synth351	0	0	0
allNs_synth352	0	0	0
allNs_synth353	0	0	0
allNs_synth354	0	0	0
allNs_synth355	0	0	0
allNs_synth356	0	0	0
allNs_synth357	0	0	0
allNs_synth358	0	0	0
allNs_synth359	0	0	0
allNs_synth360	0	0	0
allNs_synth361	0	0	0
allNs_synth362	0	0	0
allNs_synth363	0	0	0
allNs_synth364	0	0	0
allNs_synth365	0	0	0
allNs_synth366	0	0	0
allNs_synth367	0	0	0
allNs_synth368	0	0	0
allNs_synth369	0	0	0
allNs_synth370	0	0	0
allNs_synth371	0	0	0
allNs_synth372	0	0	0
allNs_synth373	0	0	0
allNs_synth374	0	0	0
allNs_synth375	0	0	0
allNs_synth376	0	0	0
allNs_synth377	0	0	0
allNs_synth378	0	0	0
allNs_synth379	0	0	0
allNs_synth380	0	0	0
allNs_synth381	0	0	0
allNs_synth382	0	0	0
allNs_synth383	0	0	0
allNs_synth384	0	0	0
allNs_synth385	0	0	0
allNs_synth386	0	0	0
allNs_synth387	0	0	0
allNs_synth388	0	0	0
allNs_synth389	0	0	0
allNs_synth390	0	0	0
allNs_synth391	0	0	0
allNs_synth392	0	0	0
allNs_synth393	0	0	0
allNs_synth394	0	0	0
allNs_synth395	0	0	0
allNs_synth396	0	0	0
allNs_synth397	0	0	0
allNs_synth398	0	0	0
allNs_synth399	0	0	0
allNs_synth400	0	0	0
allNs_synth401	0	0	0
allNs_synth402	0	0	0
allNs_synth403	0	0	0
allNs_synth404	0	0	0
allNs_synth405	0	0	0
allNs_synth406	0	0	0
allNs_synth407	0	0	0
allNs_synth408	0	0	0
allNs_synth409	0	0	0
allNs_synth410	0	0	0
allNs_synth411	0	0	0
allNs_synth412	0	0	0
allNs_synth413	0	0	0
allNs_synth414	0	0	0
allNs_synth415	0	0	0
allNs_synth416	0	0	0
allNs_synth417	0	0	0
allNs_synth418	0	0	0
allNs_synth419	0	0	0
allNs_synth420	0	0	0
allNs_synth421	0	0	0
allNs_synth422	0	0	0
allNs_synth423	0	0	0
allNs_synth424	0	0	0
allNs_synth425	0	0	0
allNs_synth426	0	0	0
allNs_synth427	0	0	0
allNs_synth428	0	0	0
allNs_synth429	0	0	0
allNs_synth430	0	0	0
allNs_synth431	0	0	0
allNs_synth432	0	0	0
allNs_synth433	0	0	0
allNs_synth434	0	0	0
allNs_synth435	0	0	0
allNs_synth436	0	0	0
allNs_synth437	0	0	0
allNs_synth438	0	0	0
allNs_synth439	0	0	0
allNs_synth440	0	0	0
allNs_synth441	0	0	0
allNs_synth442	0	0	0
allNs_synth443	0	0	0
allNs_synth444	0	0	0
allNs_synth445	0	0	0
allNs_synth446	0	0	0
allNs_synth447	0	0	0
allNs_synth448	0	0	0
allNs_synth449	0	0	0
allNs_synth450	0	0	0
allNs_synth451	0	0	0
allNs_synth452	0	0	0
allNs_synth453	0	0	0
allNs_synth454	0	0	0
allNs_synth455	0	0	0
allNs_synth456	0	0	0
allNs_synth457	0	0	0
allNs_synth458	0	0	0
allNs_synth459	0	0	0
allNs_synth460	0	0	0
allNs_synth461	0	0	0
allNs_synth462	0	0	0
allNs_synth463	0	0	0
allNs_synth464	0	0	0
allNs_synth465	0	0	0
allNs_synth466	0	0	0
allNs_synth467	0	0	0
allNs_synth468	0	0	0
allNs_synth469	0	0	0
allNs_synth470	0	0	0
allNs_synth471	0	0	0
allNs_synth472	0	0	0
allNs_synth473	0	0	0
allNs_synth474	0	0	0
allNs_synth475	0	0	0
allNs_synth476	0	0	0
allNs_synth477	0	0	0
allNs_synth478	0	0	0
allNs_synth479	0	0	0
allNs_synth480	0	0	0
allNs_synth481	0	0	0
allNs_synth482	0	0	0
allNs_synth483	0	0	0
allNs_synth484	0	0	0
allNs_synth485	0	0	0
allNs_synth486	0	0	0
allNs_synth487	0	0	0
allNs_synth488	0	0	0
allNs_synth489	0	0	0
allNs_synth490	0	0	0
allNs_synth491	0	0	0
allNs_synth492	0	0	0
allNs_synth493	0	0	0
allNs_synth494	0	0	0
allNs_synth495	0	0	0
allNs_synth496	0	0	0
allNs_synth497	0	0	0
allNs_synth498	0	0	0
allNs_synth499	0	0	0
allNs_synth500	0	0	0
allNs_synth501	0	0	0
allNs_synth502	0	0	0
allNs_synth503	0	0	0
allNs_synth504	0	0	0
allNs_synth505	0	0	0
allNs_synth506	0	0	0
allNs_synth507	0	0	0
allNs_synth508	0	0	0
allNs_synth509	0	0	0
allNs_synth510	0	0	0
allNs_synth511	0	0	0
allNs_synth512	0	0	0
allNs_synth513	0	0	0
allNs_synth514	0	0	0
allNs_synth515	0	0	0
allNs_synth516	0	0	0
allNs_synth517	0	0	0
allNs_synth518	0	0	0
allNs_synth519	0	0	0
allNs_synth520	0	0	0
allNs_synth521	0	0	0
allNs_synth522	0	0	0
allNs_synth523	0	0	0
allNs_synth524	0	0	0
allNs_synth525	0	0	0
allNs_synth526	0	0	0
allNs_synth527	0	0	0
allNs_synth528	0	0	0
allNs_synth529	0	0	0
allNs_synth530	0	0	0
allNs_synth531	0	0	0
allNs_synth532	0	0	0
allNs_synth533	0	0	0
allNs_synth534	0	0	0
allNs_synth535	0	0	0
allNs_synth536	0	0	0
allNs_synth537	0	0	0
allNs_synth538	0	0	0
allNs_synth539	0	0	0
allNs_synth540	0	0	0
allNs_synth541	0	0	0
allNs_synth542	0	0	0
allNs_synth543	0	0	0
allNs_synth544	0	0	0
allNs_synth545	0	0	0
allNs_synth546	0	0	0
allNs_synth547	0	0	0
allNs_synth548	0	0	0
allNs_synth549	0	0	0
allNs_synth550	0	0	0
allNs_synth551	0	0	0
allNs_synth552	0	0	0
allNs_synth553	0	0	0
allNs_synth554	0	0	0
allNs_synth555	0	0	0
allNs_synth556	0	0	0
allNs_synth557	0	0	0
allNs_synth558	0	0	0
allNs_synth559	0	0	0
allNs_synth560	0	0	0
allNs_synth561	0	0	0
allNs_synth562	0	0	0
allNs_synth563	0	0	0
allNs_synth564	0	0	0
allNs_synth565	0	0	0
allNs_synth566	0	0	0
allNs_synth567	0	0	0
allNs_synth568	0	0	0
allNs_synth569	0	0	0
allNs_synth570	0	0	0
allNs_synth571	0	0	0
allNs_synth572	0	0	0
allNs_synth573	0	0	0
allNs_synth574	0	0	0
allNs_synth575	0	0	0
allNs_synth576	0	0	0
allNs_synth577	0	0	0
allNs_synth578	0	0	0
allNs_synth579	0	0	0
allNs_synth580	0	0	0
allNs_synth581	0	0	0
allNs_synth582	0	0	0
allNs_synth583	0	0	0
allNs_synth584	0	0	0
allNs_synth585	0	0	0
allNs_synth586	0	0	0
allNs_synth587	0	0	0
allNs_synth588	0	0	0
allNs_synth589	0	0	0
allNs_synth590	0	0	0
allNs_synth591	0	0	0
allNs_synth592	0	0	0
allNs_synth593	0	0	0
allNs_synth594	0	0	0
allNs_synth595	0	0	0
allNs_synth596	0	0	0
allNs_synth597	0	0	0
allNs_synth598	0	0	0
allNs_synth599	0	0	0
allNs_synth600	0	0	0
allNs_synth601	0	0	0
allNs_synth602	0	0	0
allNs_synth603	0	0	0
allNs_synth604	0	0	0
allNs_synth605	0	0	0
allNs_synth606	0	0	0
allNs_synth607	0	0	0
allNs_synth608	0	0	0
allNs_synth609	0	0	0
allNs_synth610	0	0	0
allNs_synth611	0	0	0
allNs_synth612	0	0	0
allNs_synth613	0	0	0
allNs_synth614	0	0	0
allNs_synth615	0	0	0
allNs_synth616	0	0	0
allNs_synth617	0	0	0
allNs_synth618	0	0	0
allNs_synth619	0	0	0
allNs_synth620	0	0	0
allNs_synth621	0	0	0
allNs_synth622	0	0	0
allNs_synth623	0	0	0
allNs_synth624	0	0	0
allNs_synth625	0	0	0
allNs_synth626	0	0	0
allNs_synth627	0	0	0
allNs_synth628	0	0	0
allNs_synth629	0	0	0
allNs_synth630	0	0	0
allNs_synth631	0	0	0
allNs_synth632	0	0	0
allNs_synth633	0	0	0
allNs_synth634	0	0	0
allNs_synth635	0	0	0
allNs_synth636	0	0	0
allNs_synth637	0	0	0
allNs_synth638	0	0	0
allNs_synth639	0	0	0
allNs_synth640	0	0	0
allNs_synth641	0	0	0
allNs_synth642	0	0	0
allNs_synth643	0	0	0
allNs_synth644	0	0	0
allNs_synth645	0	0	0
allNs_synth646	0	0	0
allNs_synth647	0	0	0
allNs_synth648	0	0	0
allNs_synth649	0	0	0
allNs_synth650	0	0	0
allNs_synth651	0	0	0
allNs_synth652	0	0	0
allNs_synth653	0	0	0
allNs_synth654	0	0	0
allNs_synth655	0	0	0
allNs_synth656	0	0	0
allNs_synth657	0	0	0
allNs_synth658	0	0	0
allNs_synth659	0	0	0
allNs_synth660	0	0	0
allNs_synth661	0	0	0
allNs_synth662	0	0	0
allNs_synth663	0	0	0
allNs_synth664	0	0	0
allNs_synth665	0	0	0
allNs_synth666	0	0	0
allNs_synth667	0	0	0
allNs_synth668	0	0	0
allNs_synth669	0	0	0
allNs_synth670	0	0	0
allNs_synth671	0	0	0
allNs_synth672	0	0	0
allNs_synth673	0	0	0
allNs_synth674	0	0	0
allNs_synth675	0	0	0
allNs_synth676	0	0	0
allNs_synth677	0	0	0
allNs_synth678	0	0	0
allNs_synth679	0	0	0
allNs_synth680	0	0	0
allNs_synth681	0	0	0
allNs_synth682	0	0	0
allNs_synth683	0	0	0
allNs_synth684	0	0	0
allNs_synth685	0	0	0
allNs_synth686	0	0	0
allNs_synth687	0	0	0
allNs_synth688	0	0	0
allNs_synth689	0	0	0
allNs_synth690	0	0	0
allNs_synth691	0	0	0
allNs_synth692	0	0	0
allNs_synth693	0	0	0
allNs_synth694	0	0	0
allNs_synth695	0	0	0
allNs_synth696	0	0	0
allNs_synth697	0	0	0
allNs_synth698	0	0	0
allNs_synth699	0	0	0
allNs_synth700	0	0	0
allNs_synth701	0	0	0
allNs_synth702	0	0	0
allNs_synth703	0	0	0
allNs_synth704	0	0	0
allNs_synth705	0	0	0
allNs_synth706	0	0	0
allNs_synth707	0	0	0
allNs_synth708	0	0	0
allNs_synth709	0	0	0
allNs_synth710	0	0	0
allNs_synth711	0	0	0
allNs_synth712	0	0	0
allNs_synth713	0	0	0
allNs_synth714	0	0	0
allNs_synth715	0	0	0
allNs_synth716	0	0	0
allNs_synth717	0	0	0
allNs_synth718	0	0	0
allNs_synth719	0	0	0
allNs_synth720	0	0	0
allNs_synth721	0	0	0
allNs_synth722	0	0	0
allNs_synth723	0	0	0
allNs_synth724	0	0	0
allNs_synth725	0	0	0
allNs_synth726	0	0	0
allNs_synth727	0	0	0
allNs_synth728	0	0	0
allNs_synth729	0	0	0
allNs_synth730	0	0	0
allNs_synth731	0	0	0
allNs_synth732	0	0	0
allNs_synth733	0	0	0
allNs_synth734	0	0	0
allNs_synth735	0	0	0
allNs_synth736	0	0	0
allNs_synth737	0	0	0
allNs_synth738	0	0	0
allNs_synth739	0	0	0
allNs_synth740	0	0	0
allNs_synth741	0	0	0
allNs_synth742	0	0	0
allNs_synth743	0	0	0
allNs_synth744	0	0	0
allNs_synth745	0	0	0
allNs_synth746	0	0	0
allNs_synth747	0	0	0
allNs_synth748	0	0	0
allNs_synth749	0	0	0
allNs_synth750	0	0	0
allNs_synth751	0	0	0
allNs_synth752	0	0	0
allNs_synth753	0	0	0
allNs_synth754	0	0	0
allNs_synth755	0	0	0
allNs_synth756	0	0	0
allNs_synth757	0	0	0
allNs_synth758	0	0	0
allNs_synth759	0	0	0
allNs_synth760	0	0	0
allNs_synth761	0	0	0
allNs_synth762	0	0	0
allNs_synth763	0	0	0
allNs_synth764	0	0	0
allNs_synth765	0	0	0
allNs_synth766	0	0	0
allNs_synth767	0	0	0
allNs_synth768	0	0	0
allNs_synth769	0	0	0
allNs_synth770	0	0	0
allNs_synth771	0	0	0
allNs_synth772	0	0	0
allNs_synth773	0	0	0
allNs_synth774	0	0	0
allNs_synth775	0	0	0
allNs_synth776	0	0	0
allNs_synth777	0	0	0
allNs_synth778	0	0	0
allNs_synth779	0	0	0
allNs_synth780	0	0	0
allNs_synth781	0	0	0
allNs_synth782	0	0	0
allNs_synth783	0	0	0
allNs_synth784	0	0	0
allNs_synth785	0	0	0
allNs_synth786	0	0	0
allNs_synth787	0	0	0
allNs_synth788	0	0	0
allNs_synth789	0	0	0
allNs_synth790	0	0	0
allNs_synth791	0	0	0
allNs_synth792	0	0	0
allNs_synth793	0	0	0
allNs_synth794	0	0	0
allNs_synth795	0	0	0
allNs_synth796	0	0	0
allNs_synth797	0	0	0
allNs_synth798	0	0	0
allNs_synth799	0	0	0
allNs_synth800	0	0	0
allNs_synth801	0	0	0
allNs_synth802	0	0	0
allNs_synth803	0	0	0
allNs_synth804	0	0	0
allNs_synth805	0	0	0
allNs_synth806	0	0	0
allNs_synth807	0	0	0
allNs_synth808	0	0	0
allNs_synth809	0	0	0
allNs_synth810	0	0	0
allNs_synth811	0	0	0
allNs_synth812	0	0	0
allNs_synth813	0	0	0
allNs_synth814	0	0	0
allNs_synth815	0	0	0
allNs_synth816	0	0	0
allNs_synth817	0	0	0
allNs_synth818	0	0	0
allNs_synth819	0	0	0
allNs_synth820	0	0	0
allNs_synth821	0	0	0
allNs_synth822	0	0	0
allNs_synth823	0	0	0
allNs_synth824	0	0	0
allNs_synth825	0	0	0
allNs_synth826	0	0	0
allNs_synth827	0	0	0
allNs_synth828	0	0	0
allNs_synth829	0	0	0
allNs_synth830	0	0	0
allNs_synth831	0	0	0
allNs_synth832	0	0	0
allNs_synth833	0	0	0
allNs_synth834	0	0	0
allNs_synth835	0	0	0
allNs_synth836	0	0	0
allNs_synth837	0	0	0
allNs_synth838	0	0	0
allNs_synth839	0	0	0
allNs_synth840	0	0	0
allNs_synth841	0	0	0
allNs_synth842	0	0	0
allNs_synth843	0	0	0
allNs_synth844	0	0	0
allNs_synth845	0	0	0
allNs_synth846	0	0	0
allNs_synth847	0	0	0
allNs_synth848	0	0	0
allNs_synth849	0	0	0
allNs_synth850	0	0	0
allNs_synth851	0	0	0
allNs_synth852	0	0	0
allNs_synth853	0	0	0
allNs_synth854	0	0	0
allNs_synth855	0	0	0
allNs_synth856	0	0	0
allNs_synth857	0	0	0
allNs_synth858	0	0	0
allNs_synth859	0	0	0
allNs_synth860	0	0	0
allNs_synth861	0	0	0
allNs_synth862	0	0	0
allNs_synth863	0	0	0
allNs_synth864	0	0	0
allNs_synth865	0	0	0
allNs_synth866	0	0	0
allNs_synth867	0	0	0
allNs_synth868	0	0	0
allNs_synth869	0	0	0
allNs_synth870	0	0	0
allNs_synth871	0	0	0
allNs_synth872	0	0	0
allNs_synth873	0	0	0
allNs_synth874	0	0	0
allNs_synth875	0	0	0
allNs_synth876	0	0	0
allNs_synth877	0	0	0
allNs_synth878	0	0	0
allNs_synth879	0	0	0
allNs_synth880	0	0	0
allNs_synth881	0	0	0
allNs_synth882	0	0	0
allNs_synth883	0	0	0
allNs_synth884	0	0	0
allNs_synth885	0	0	0
allNs_synth886	0	0	0
allNs_synth887	0	0	0
allNs_synth888	0	0	0
allNs_synth889	0	0	0
allNs_synth890	0	0	0
allNs_synth891	0	0	0
allNs_synth892	0	0	0
allNs_synth893	0	0	0
allNs_synth894	0	0	0
allNs_synth895	0	0	0
allNs_synth896	0	0	0
allNs_synth897	0	0	0
allNs_synth898	0	0	0
allNs_synth899	0	0	0
allNs_synth900	0	0	0
allNs_synth901	0	0	0
allNs_synth902	0	0	0
allNs_synth903	0	0	0
allNs_synth904	0	0	0
allNs_synth905	0	0	0
allNs_synth906	0	0	0
allNs_synth907	0	0	0
allNs_synth908	0	0	0
allNs_synth909	0	0	0
allNs_synth910	0	0	0
allNs_synth911	0	0	0
allNs_synth912	0	0	0
allNs_synth913	0	0	0
allNs_synth914	0	0	0
allNs_synth915	0	0	0
allNs_synth916	0	0	0
allNs_synth917	0	0	0
allNs_synth918	0	0	0
allNs_synth919	0	0	0
allNs_synth920	0	0	0
allNs_synth921	0	0	0
allNs_synth922	0	0	0
allNs_synth923	0	0	0
allNs_synth924	0	0	0
allNs_synth925	0	0	0
allNs_synth926	0	0	0
allNs_synth927	0	0	0
allNs_synth928	0	0	0
allNs_synth929	0	0	0
allNs_synth930	0	0	0
allNs_synth931	0	0	0
allNs_synth932	0	0	0
allNs_synth933	0	0	0
allNs_synth934	0	0	0
allNs_synth935	0	0	0
allNs_synth936	0	0	0
allNs_synth937	0	0	0
allNs_synth938	0	0	0
allNs_synth939	0	0	0
allNs_synth940	0	0	0
allNs_synth941	0	0	0
allNs_synth942	0	0	0
allNs_synth943	0	0	0
allNs_synth944	0	0	0
allNs_synth945	0	0	0
allNs_synth946	0	0	0
allNs_synth947	0	0	0
allNs_synth948	0	0	0
allNs_synth949	0	0	0
allNs_synth950	0	0	0
allNs_synth951	0	0	0
allNs_synth952	0	0	0
allNs_synth953	0	0	0
allNs_synth954	0	0	0
allNs_synth955	0	0	0
allNs_synth956	0	0	0
allNs_synth957	0	0	0
allNs_synth958	0	0	0
allNs_synth959	0	0	0
allNs_synth960	0	0	0
allNs_synth961	0	0	0
allNs_synth962	0	0	0
allNs_synth963	0	0	0
allNs_synth964	0	0	0
allNs_synth965	0	0	0
allNs_synth966	0	0	0
allNs_synth967	0	0	0
allNs_synth968	0	0	0
allNs_synth969	0	0	0
allNs_synth970	0	0	0
allNs_synth971	0	0	0
allNs_synth972	0	0	0
allNs_synth973	0	0	0
allNs_synth974	0	0	0
allNs_synth975	0	0	0
allNs_synth976	0	0	0
allNs_synth977	0	0	0
allNs_synth978	0	0	0
allNs_synth979	0	0	0
allNs_synth980	0	0	0
allNs_synth981	0	0	0
allNs_synth982	0	0	0
allNs_synth983	0	0	0
allNs_synth984	0	0	0
allNs_synth985	0	0	0
allNs_synth986	0	0	0
allNs_synth987	0	0	0
allNs_synth988	0	0	0
allNs_synth989	0	0	0
allNs_synth990	0	0	0
allNs_synth991	0	0	0
allNs_synth992	0	0	0
allNs_synth993	0	0	0
allNs_synth994	0	0	0
allNs_synth995	0	0	0
allNs_synth996	0	0	0
allNs_synth997	0	0	0
